Unnamed: 0,loan_percent_income,person_income,loan_intent,loan_grade,loan_int_rate,person_age,loan_amnt,default,predicted_default_prob,loan_status_text,past_default_text
13730,0.05,95400,PERSONAL,C,12.68,26,5000,0,0.03847224651263281,Оплачен,Нет дефолтов в БКИ
13731,0.16,69700,MEDICAL,D,14.42,26,13000,1,0.900785101672527,Дефолт,Были дефолты в БКИ
13732,0.12,110000,DEBTCONSOLIDATION,A,8.9,24,13000,0,0.012115620149930362,Оплачен,Нет дефолтов в БКИ
13733,0.12,110400,EDUCATION,A,7.9,26,13000,0,0.014226590879119792,Оплачен,Нет дефолтов в БКИ
13734,0.06,95610,VENTURE,B,10.99,24,6000,0,0.0,Оплачен,Нет дефолтов в БКИ
13735,0.14,95620,EDUCATION,D,14.96,23,13500,0,0.04938363022649492,Оплачен,Были дефолты в БКИ
13736,0.12,90100,MEDICAL,B,12.69,24,13000,1,0.051206090652567884,Дефолт,Нет дефолтов в БКИ
13737,0.42,33000,VENTURE,A,11.011694892245036,24,14000,0,0.6537965275936711,Оплачен,Нет дефолтов в БКИ
13738,0.11,120000,PERSONAL,B,11.71,23,13000,0,0.017119356906390562,Оплачен,Нет дефолтов в БКИ
13739,0.12,108000,HOMEIMPROVEMENT,D,15.99,26,13000,1,0.5501918224388153,Дефолт,Были дефолты в БКИ
13740,0.19,83904,DEBTCONSOLIDATION,D,16.07,24,16000,1,0.8503485075588733,Дефолт,Были дефолты в БКИ
13741,0.22,96000,HOMEIMPROVEMENT,C,14.65,25,21000,0,0.1139932413285267,Оплачен,Нет дефолтов в БКИ
13742,0.36,96000,HOMEIMPROVEMENT,A,7.9,24,35000,0,0.0967925525687667,Оплачен,Нет дефолтов в БКИ
13743,0.11,96000,VENTURE,B,12.69,25,10925,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13744,0.26,71400,MEDICAL,C,15.27,22,21600,1,0.3401728077263988,Дефолт,Были дефолты в БКИ
13745,0.03,96000,EDUCATION,A,7.9,22,3000,0,0.010851919073475264,Оплачен,Нет дефолтов в БКИ
13746,0.06,96000,EDUCATION,B,12.69,22,5500,0,0.01351858574014193,Оплачен,Нет дефолтов в БКИ
13747,0.36,96000,PERSONAL,D,18.25,25,35000,0,0.2806021566530582,Оплачен,Были дефолты в БКИ
13748,0.06,96000,EDUCATION,C,13.49,22,6000,0,0.027131948296037378,Оплачен,Нет дефолтов в БКИ
13749,0.09,96000,PERSONAL,A,6.62,23,9000,0,0.009712266273459658,Оплачен,Нет дефолтов в БКИ
13750,0.15,96000,MEDICAL,A,6.03,25,14000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
13751,0.02,96000,PERSONAL,A,6.62,23,1500,0,0.009156953724411202,Оплачен,Нет дефолтов в БКИ
13752,0.25,96000,HOMEIMPROVEMENT,E,19.42,26,24000,0,0.28055292131043813,Оплачен,Нет дефолтов в БКИ
13753,0.24,57840,MEDICAL,B,9.99,25,13600,0,0.053315631275364796,Оплачен,Нет дефолтов в БКИ
13754,0.05,96000,DEBTCONSOLIDATION,A,8.9,24,5000,0,0.024678903958176287,Оплачен,Нет дефолтов в БКИ
13755,0.36,96000,DEBTCONSOLIDATION,A,7.49,25,35000,0,0.1737062879528633,Оплачен,Нет дефолтов в БКИ
13756,0.2,68000,DEBTCONSOLIDATION,B,10.0,25,13600,0,0.03156610132754926,Оплачен,Нет дефолтов в БКИ
13757,0.19,70000,PERSONAL,A,7.29,22,13600,0,0.010990709907296729,Оплачен,Нет дефолтов в БКИ
13758,0.05,96000,HOMEIMPROVEMENT,B,11.99,24,4800,0,0.03689783849168866,Оплачен,Нет дефолтов в БКИ
13759,0.1,96000,PERSONAL,A,5.42,26,10000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13760,0.19,70000,PERSONAL,B,12.21,22,13600,0,0.033760723269323764,Оплачен,Нет дефолтов в БКИ
13761,0.19,73000,PERSONAL,B,11.99,25,13600,0,0.10379663690609575,Оплачен,Нет дефолтов в БКИ
13762,0.17,78625,PERSONAL,B,9.88,23,13600,0,0.0815047659191093,Оплачен,Нет дефолтов в БКИ
13763,0.21,96000,VENTURE,A,6.99,25,20000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13764,0.13,96000,MEDICAL,A,7.49,23,12000,0,0.009858324721947333,Оплачен,Нет дефолтов в БКИ
13765,0.11,96000,HOMEIMPROVEMENT,A,5.99,24,11000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
13766,0.16,85000,PERSONAL,A,6.03,23,13600,0,0.0,Оплачен,Нет дефолтов в БКИ
13767,0.13,96000,VENTURE,A,5.42,24,12000,0,0.0,Оплачен,Нет дефолтов в БКИ
13768,0.24,33000,VENTURE,B,10.38,25,8000,0,0.01070586062498759,Оплачен,Нет дефолтов в БКИ
13769,0.08,96000,MEDICAL,C,13.49,23,8000,0,0.04298426412219879,Оплачен,Нет дефолтов в БКИ
13770,0.04,96000,VENTURE,A,5.99,24,4200,0,0.0,Оплачен,Нет дефолтов в БКИ
13771,0.21,64900,MEDICAL,B,11.011694892245036,26,13625,0,0.017337325905879053,Оплачен,Нет дефолтов в БКИ
13772,0.04,96000,EDUCATION,A,5.42,23,4000,0,0.0,Оплачен,Нет дефолтов в БКИ
13773,0.1,96000,EDUCATION,A,7.49,23,10000,0,0.00301571088087942,Оплачен,Нет дефолтов в БКИ
13774,0.09,96000,EDUCATION,A,7.49,22,9000,0,0.015840913272553495,Оплачен,Нет дефолтов в БКИ
13775,0.41,33000,DEBTCONSOLIDATION,E,16.35,25,13650,1,0.9595156695156696,Дефолт,Нет дефолтов в БКИ
13776,0.33,33000,EDUCATION,C,13.11,21,11000,0,0.7624895485625115,Оплачен,Были дефолты в БКИ
13777,0.04,96000,VENTURE,B,11.011694892245036,24,4200,0,0.0,Оплачен,Нет дефолтов в БКИ
13778,0.24,33000,VENTURE,C,14.26,24,8000,0,0.3905814443518104,Оплачен,Были дефолты в БКИ
13779,0.15,33000,EDUCATION,D,14.61,21,5000,0,0.4893311922848615,Оплачен,Были дефолты в БКИ
13780,0.06,84000,DEBTCONSOLIDATION,D,16.02,25,5000,1,0.7824897541074732,Дефолт,Нет дефолтов в БКИ
13781,0.21,96000,MEDICAL,B,11.11,26,20000,0,0.039815259277091966,Оплачен,Нет дефолтов в БКИ
13782,0.07,96000,PERSONAL,A,5.79,23,7000,0,0.007726402738217059,Оплачен,Нет дефолтов в БКИ
13783,0.12,96000,VENTURE,B,10.0,26,11625,0,0.0,Оплачен,Нет дефолтов в БКИ
13784,0.08,96000,VENTURE,A,7.29,26,8000,0,0.0,Оплачен,Нет дефолтов в БКИ
13785,0.26,96000,VENTURE,C,13.8,22,25000,0,0.13485475998531954,Оплачен,Нет дефолтов в БКИ
13786,0.21,96000,VENTURE,B,11.11,23,20000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13787,0.11,33000,VENTURE,B,11.58,23,3600,0,0.01070586062498759,Оплачен,Нет дефолтов в БКИ
13788,0.3,45000,MEDICAL,E,18.79,25,13650,1,0.9434287129939303,Дефолт,Нет дефолтов в БКИ
13789,0.19,96000,DEBTCONSOLIDATION,B,11.11,25,18250,0,0.031184666662578873,Оплачен,Нет дефолтов в БКИ
13790,0.3,71400,MEDICAL,D,14.09,25,25000,1,0.9432156103854217,Дефолт,Нет дефолтов в БКИ
13791,0.13,96000,EDUCATION,A,11.011694892245036,22,12000,0,0.01351858574014193,Оплачен,Нет дефолтов в БКИ
13792,0.17,96000,HOMEIMPROVEMENT,A,5.79,26,16000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13793,0.46,30000,DEBTCONSOLIDATION,D,15.05,21,13750,1,0.9703979705089584,Дефолт,Были дефолты в БКИ
13794,0.39,35000,DEBTCONSOLIDATION,A,7.51,25,13750,1,0.5081489710793445,Дефолт,Нет дефолтов в БКИ
13795,0.04,84000,PERSONAL,D,14.84,25,3500,1,0.38362434867382234,Дефолт,Нет дефолтов в БКИ
13796,0.21,96000,EDUCATION,A,7.88,22,20000,0,0.010150164687510352,Оплачен,Нет дефолтов в БКИ
13797,0.3,32956,MEDICAL,A,8.49,26,10000,0,0.11126489819674146,Оплачен,Нет дефолтов в БКИ
13798,0.26,53591,EDUCATION,D,14.96,22,13750,0,0.1795751520235745,Оплачен,Нет дефолтов в БКИ
13799,0.05,96000,VENTURE,B,10.38,23,5000,0,0.0,Оплачен,Нет дефолтов в БКИ
13800,0.08,32868,VENTURE,C,13.61,21,2500,0,0.13932480264376887,Оплачен,Были дефолты в БКИ
13801,0.24,32800,VENTURE,A,7.29,23,8000,0,0.008039193958320923,Оплачен,Нет дефолтов в БКИ
13802,0.08,96000,VENTURE,A,7.88,22,8000,0,0.0,Оплачен,Нет дефолтов в БКИ
13803,0.16,96000,DEBTCONSOLIDATION,A,7.51,24,15000,0,0.01757873611608178,Оплачен,Нет дефолтов в БКИ
13804,0.21,32760,VENTURE,C,11.78,22,7000,0,0.1952799531917071,Оплачен,Были дефолты в БКИ
13805,0.05,96000,DEBTCONSOLIDATION,A,7.51,23,5000,0,0.01757873611608178,Оплачен,Нет дефолтов в БКИ
13806,0.13,32700,EDUCATION,A,7.29,24,4200,0,0.05583193950754743,Оплачен,Нет дефолтов в БКИ
13807,0.02,96000,MEDICAL,B,10.38,24,2000,0,0.032701224584580836,Оплачен,Нет дефолтов в БКИ
13808,0.17,79000,HOMEIMPROVEMENT,A,8.49,24,13800,0,0.07145102408926005,Оплачен,Нет дефолтов в БКИ
13809,0.17,80600,PERSONAL,B,11.99,25,13800,0,0.04800211605856554,Оплачен,Нет дефолтов в БКИ
13810,0.21,96000,EDUCATION,B,11.011694892245036,25,20000,0,0.027522580108115573,Оплачен,Нет дефолтов в БКИ
13811,0.04,96000,EDUCATION,B,9.88,25,4000,0,0.020224994709925857,Оплачен,Нет дефолтов в БКИ
13812,0.13,105000,VENTURE,A,7.66,24,13800,0,0.0,Оплачен,Нет дефолтов в БКИ
13813,0.05,96000,VENTURE,B,10.99,22,5000,0,0.0,Оплачен,Нет дефолтов в БКИ
13814,0.13,96000,EDUCATION,C,13.11,26,12000,0,0.027205616985436824,Оплачен,Нет дефолтов в БКИ
13815,0.21,96000,EDUCATION,B,10.99,23,20000,0,0.027522580108115573,Оплачен,Нет дефолтов в БКИ
13816,0.15,32500,VENTURE,C,13.99,23,5000,0,0.19858153688497074,Оплачен,Были дефолты в БКИ
13817,0.11,32500,MEDICAL,B,11.011694892245036,25,3600,0,0.15476651899946545,Оплачен,Нет дефолтов в БКИ
13818,0.1,96000,HOMEIMPROVEMENT,B,10.99,26,10000,0,0.027131948296037378,Оплачен,Нет дефолтов в БКИ
13819,0.18,71400,MEDICAL,D,14.96,22,15000,1,0.9518345937412471,Дефолт,Были дефолты в БКИ
13820,0.2,71400,MEDICAL,E,16.45,26,16500,1,0.9759148749451514,Дефолт,Нет дефолтов в БКИ
13821,0.12,117500,VENTURE,A,7.49,26,13800,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13822,0.17,32500,EDUCATION,D,14.42,24,5600,0,0.5009762139651149,Оплачен,Нет дефолтов в БКИ
13823,0.21,96000,HOMEIMPROVEMENT,E,16.7,26,20000,0,0.22085233396511592,Оплачен,Нет дефолтов в БКИ
13824,0.05,96000,VENTURE,B,11.83,25,5000,0,0.0,Оплачен,Нет дефолтов в БКИ
13825,0.18,76400,VENTURE,B,10.62,25,13900,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13826,0.07,96000,EDUCATION,B,12.53,21,7000,0,0.024678903958176287,Оплачен,Нет дефолтов в БКИ
13827,0.06,96000,HOMEIMPROVEMENT,C,13.92,24,6000,0,0.04415984097546334,Оплачен,Были дефолты в БКИ
13828,0.33,42000,VENTURE,A,6.92,26,14000,1,0.4735113375388951,Дефолт,Нет дефолтов в БКИ
13829,0.13,96000,EDUCATION,E,11.011694892245036,23,12000,0,0.14912162595875084,Оплачен,Были дефолты в БКИ
13830,0.33,42000,DEBTCONSOLIDATION,B,9.45,26,14000,1,0.6115101291405706,Дефолт,Нет дефолтов в БКИ
13831,0.12,96000,EDUCATION,C,13.04,22,11400,0,0.02767742683304735,Оплачен,Были дефолты в БКИ
13832,0.03,84000,EDUCATION,F,15.01,25,2125,1,0.42154926175727175,Дефолт,Были дефолты в БКИ
13833,0.33,42996,MEDICAL,A,7.51,24,14000,1,0.6530384624821133,Дефолт,Нет дефолтов в БКИ
13834,0.1,96060,MEDICAL,A,5.42,23,10000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
13835,0.15,96216,VENTURE,A,7.88,24,14400,0,0.0,Оплачен,Нет дефолтов в БКИ
13836,0.26,96260,EDUCATION,D,15.65,23,25200,0,0.12972241535807977,Оплачен,Нет дефолтов в БКИ
13837,0.16,96300,PERSONAL,A,6.17,26,15000,0,0.0027238709153164014,Оплачен,Нет дефолтов в БКИ
13838,0.19,96384,VENTURE,B,10.25,22,18000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13839,0.1,96500,PERSONAL,A,6.17,25,10000,0,0.0027238709153164014,Оплачен,Нет дефолтов в БКИ
13840,0.19,96500,VENTURE,A,7.51,26,18000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13841,0.15,96500,EDUCATION,E,17.19,24,14000,0,0.17718412558647031,Оплачен,Нет дефолтов в БКИ
13842,0.26,96640,EDUCATION,B,11.58,26,25000,0,0.029388926068022243,Оплачен,Нет дефолтов в БКИ
13843,0.19,96720,EDUCATION,A,7.9,25,18000,0,0.014928345265084703,Оплачен,Нет дефолтов в БКИ
13844,0.36,39000,PERSONAL,D,16.49,25,14000,1,0.7931652538196702,Дефолт,Нет дефолтов в БКИ
13845,0.1,96900,DEBTCONSOLIDATION,A,6.17,24,9300,0,0.0037174652668443323,Оплачен,Нет дефолтов в БКИ
13846,0.12,97000,EDUCATION,B,9.91,23,12000,0,0.022678039047786945,Оплачен,Нет дефолтов в БКИ
13847,0.08,97000,PERSONAL,C,11.011694892245036,25,8000,0,0.04449444142458734,Оплачен,Нет дефолтов в БКИ
13848,0.07,97000,DEBTCONSOLIDATION,C,15.96,24,6400,0,0.15710339368579476,Оплачен,Были дефолты в БКИ
13849,0.04,97000,DEBTCONSOLIDATION,A,6.62,26,4000,0,0.0037174652668443323,Оплачен,Нет дефолтов в БКИ
13850,0.41,72250,MEDICAL,D,15.99,23,35000,1,0.9576995578105457,Дефолт,Нет дефолтов в БКИ
13851,0.05,97000,PERSONAL,A,6.99,22,5000,0,0.007045599606792992,Оплачен,Нет дефолтов в БКИ
13852,0.3,46000,EDUCATION,A,8.49,22,14000,0,0.05892648580646469,Оплачен,Нет дефолтов в БКИ
13853,0.16,97000,DEBTCONSOLIDATION,A,6.62,23,16000,0,0.01070586062498759,Оплачен,Нет дефолтов в БКИ
13854,0.35,40000,MEDICAL,D,15.58,24,14000,1,0.8880866889741142,Дефолт,Были дефолты в БКИ
13855,0.08,97000,PERSONAL,B,11.11,24,8000,0,0.029145061233520064,Оплачен,Нет дефолтов в БКИ
13856,0.3,46800,EDUCATION,B,10.37,23,14000,0,0.1007234352564288,Оплачен,Нет дефолтов в БКИ
13857,0.15,97000,MEDICAL,B,9.63,23,15000,0,0.040930198176572216,Оплачен,Нет дефолтов в БКИ
13858,0.23,97000,DEBTCONSOLIDATION,C,12.68,24,22000,0,0.08736662475581225,Оплачен,Нет дефолтов в БКИ
13859,0.15,97000,PERSONAL,E,16.4,23,15000,0,0.2027096205640384,Оплачен,Были дефолты в БКИ
13860,0.3,46800,DEBTCONSOLIDATION,A,7.88,24,14000,0,0.057367118167443,Оплачен,Нет дефолтов в БКИ
13861,0.13,97000,EDUCATION,A,6.91,22,12975,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
13862,0.06,97000,MEDICAL,C,13.61,26,6000,0,0.03389547966844551,Оплачен,Нет дефолтов в БКИ
13863,0.05,97000,PERSONAL,A,7.51,23,5000,0,0.01757873611608178,Оплачен,Нет дефолтов в БКИ
13864,0.07,97000,HOMEIMPROVEMENT,C,13.61,24,6800,0,0.06699664793076529,Оплачен,Были дефолты в БКИ
13865,0.33,42000,PERSONAL,D,16.89,23,14000,1,0.7072530198060997,Дефолт,Нет дефолтов в БКИ
13866,0.26,97000,HOMEIMPROVEMENT,D,14.59,25,25000,0,0.3028869395711501,Оплачен,Нет дефолтов в БКИ
13867,0.05,97000,EDUCATION,A,11.011694892245036,23,4800,0,0.019008520483925293,Оплачен,Нет дефолтов в БКИ
13868,0.1,97000,MEDICAL,C,13.57,22,10000,0,0.044964261436912845,Оплачен,Были дефолты в БКИ
13869,0.28,49150,EDUCATION,B,11.71,24,14000,0,0.14570598161207984,Оплачен,Нет дефолтов в БКИ
13870,0.04,97000,PERSONAL,E,16.32,23,4000,0,0.21620876345700452,Оплачен,Были дефолты в БКИ
13871,0.32,44000,DEBTCONSOLIDATION,D,14.83,26,14000,1,0.9859148749451514,Дефолт,Нет дефолтов в БКИ
13872,0.02,97000,VENTURE,C,11.011694892245036,23,1800,0,0.029274009746017515,Оплачен,Были дефолты в БКИ
13873,0.08,97000,EDUCATION,C,11.34,22,7500,0,0.042598501141378156,Оплачен,Были дефолты в БКИ
13874,0.12,97000,HOMEIMPROVEMENT,C,10.28,24,12000,0,0.0835084332898363,Оплачен,Нет дефолтов в БКИ
13875,0.16,85200,HOMEIMPROVEMENT,E,11.011694892245036,26,14000,1,0.23595582384179772,Дефолт,Были дефолты в БКИ
13876,0.1,97333,HOMEIMPROVEMENT,A,5.99,26,10000,0,0.018335080630219585,Оплачен,Нет дефолтов в БКИ
13877,0.28,50000,HOMEIMPROVEMENT,B,9.88,24,14000,0,0.03501829698241156,Оплачен,Нет дефолтов в БКИ
13878,0.28,50004,EDUCATION,B,12.21,24,14000,0,0.02954157092372662,Оплачен,Нет дефолтов в БКИ
13879,0.28,85584,DEBTCONSOLIDATION,E,17.19,25,24000,1,0.9506258025324559,Дефолт,Были дефолты в БКИ
13880,0.15,97600,MEDICAL,A,7.51,23,14500,0,0.062484901745714624,Оплачен,Нет дефолтов в БКИ
13881,0.08,97700,PERSONAL,A,7.49,25,8000,0,0.0356431917244549,Оплачен,Нет дефолтов в БКИ
13882,0.26,97700,VENTURE,B,11.12,24,25000,0,0.012115620149930362,Оплачен,Нет дефолтов в БКИ
13883,0.11,97700,DEBTCONSOLIDATION,A,9.32,26,10400,0,0.0587736794861811,Оплачен,Нет дефолтов в БКИ
13884,0.06,97781,MEDICAL,A,6.54,23,5575,0,0.012115620149930362,Оплачен,Нет дефолтов в БКИ
13885,0.15,97781,VENTURE,A,6.54,23,15000,0,0.0,Оплачен,Нет дефолтов в БКИ
13886,0.27,52000,EDUCATION,A,6.91,23,14000,0,0.04329151477492392,Оплачен,Нет дефолтов в БКИ
13887,0.11,32000,EDUCATION,C,15.27,23,3500,0,0.19150503595474905,Оплачен,Нет дефолтов в БКИ
13888,0.04,85992,DEBTCONSOLIDATION,D,14.74,22,3500,1,0.8880866889741142,Дефолт,Были дефолты в БКИ
13889,0.12,98000,HOMEIMPROVEMENT,A,6.03,24,12000,0,0.02150741918440056,Оплачен,Нет дефолтов в БКИ
13890,0.27,52800,VENTURE,C,14.27,23,14000,0,0.18349571435979622,Оплачен,Нет дефолтов в БКИ
13891,0.1,98000,HOMEIMPROVEMENT,B,11.71,24,10000,0,0.1006939232272825,Оплачен,Нет дефолтов в БКИ
13892,0.1,98000,VENTURE,A,6.62,24,10000,0,0.0,Оплачен,Нет дефолтов в БКИ
13893,0.26,53000,EDUCATION,C,14.65,21,14000,0,0.1285525741857178,Оплачен,Нет дефолтов в БКИ
13894,0.02,98000,EDUCATION,A,5.42,25,2000,0,0.012099344334260773,Оплачен,Нет дефолтов в БКИ
13895,0.12,98000,VENTURE,A,7.49,24,12000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13896,0.09,32000,MEDICAL,A,6.99,22,3000,0,0.06730760764058681,Оплачен,Нет дефолтов в БКИ
13897,0.12,98000,MEDICAL,A,8.49,26,12000,0,0.03722586931432814,Оплачен,Нет дефолтов в БКИ
13898,0.1,98000,EDUCATION,D,18.07,23,10000,0,0.29879791755507557,Оплачен,Были дефолты в БКИ
13899,0.06,98000,PERSONAL,B,10.59,21,6000,0,0.0535402101286393,Оплачен,Нет дефолтов в БКИ
13900,0.07,98000,PERSONAL,B,11.11,24,6500,0,0.03935439283927222,Оплачен,Нет дефолтов в БКИ
13901,0.26,54000,PERSONAL,B,10.99,25,14000,0,0.23672031575120417,Оплачен,Нет дефолтов в БКИ
13902,0.06,86000,HOMEIMPROVEMENT,B,10.36,25,5000,1,0.11740107576737291,Дефолт,Нет дефолтов в БКИ
13903,0.26,54000,MEDICAL,A,7.14,22,14000,0,0.14300276475497714,Оплачен,Нет дефолтов в БКИ
13904,0.26,98000,EDUCATION,D,14.46,22,25000,0,0.286621582845809,Оплачен,Нет дефолтов в БКИ
13905,0.05,98000,MEDICAL,A,5.79,24,5000,0,0.006053330423078322,Оплачен,Нет дефолтов в БКИ
13906,0.1,98000,VENTURE,A,11.011694892245036,23,10000,0,0.015106243968907881,Оплачен,Нет дефолтов в БКИ
13907,0.29,48000,PERSONAL,C,13.92,22,14000,1,0.14872673387567006,Дефолт,Нет дефолтов в БКИ
13908,0.28,86000,DEBTCONSOLIDATION,D,11.011694892245036,25,24000,1,0.7914419010346008,Дефолт,Были дефолты в БКИ
13909,0.21,86000,EDUCATION,C,13.48,22,18000,1,0.247721446407204,Дефолт,Нет дефолтов в БКИ
13910,0.14,98000,VENTURE,A,7.88,26,14000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13911,0.23,86000,PERSONAL,B,10.99,24,20000,1,0.21782664288214387,Дефолт,Нет дефолтов в БКИ
13912,0.25,98000,EDUCATION,D,11.011694892245036,20,24250,0,0.22709685764734236,Оплачен,Нет дефолтов в БКИ
13913,0.25,55000,HOMEIMPROVEMENT,A,6.62,25,14000,0,0.03967725498479554,Оплачен,Нет дефолтов в БКИ
13914,0.25,55000,EDUCATION,B,9.99,26,14000,0,0.045220136849869294,Оплачен,Нет дефолтов в БКИ
13915,0.1,98000,VENTURE,A,8.94,23,10000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
13916,0.26,98000,MEDICAL,B,11.83,24,25000,0,0.09797402773777945,Оплачен,Нет дефолтов в БКИ
13917,0.06,86000,DEBTCONSOLIDATION,D,16.0,23,4800,1,0.8778337839843671,Дефолт,Были дефолты в БКИ
13918,0.15,98000,EDUCATION,A,8.94,23,14500,0,0.09528710803287987,Оплачен,Нет дефолтов в БКИ
13919,0.23,32000,PERSONAL,C,12.98,23,7500,0,0.2557054250396293,Оплачен,Нет дефолтов в БКИ
13920,0.01,98000,HOMEIMPROVEMENT,B,11.14,25,1000,0,0.028562114832010044,Оплачен,Нет дефолтов в БКИ
13921,0.2,98000,DEBTCONSOLIDATION,C,13.57,23,20000,0,0.10954789243661982,Оплачен,Нет дефолтов в БКИ
13922,0.07,98000,PERSONAL,A,9.63,25,6400,0,0.045985406302627374,Оплачен,Нет дефолтов в БКИ
13923,0.02,98000,PERSONAL,A,7.37,25,2000,0,0.0433384781762,Оплачен,Нет дефолтов в БКИ
13924,0.16,98004,DEBTCONSOLIDATION,A,7.66,22,16000,0,0.019591849053564467,Оплачен,Нет дефолтов в БКИ
13925,0.17,86004,PERSONAL,A,6.91,25,15000,1,0.010004106239022679,Дефолт,Нет дефолтов в БКИ
13926,0.25,55000,VENTURE,C,11.66,23,14000,0,0.07197228487113169,Оплачен,Нет дефолтов в БКИ
13927,0.25,55260,EDUCATION,A,6.54,21,14000,0,0.03571686041385436,Оплачен,Нет дефолтов в БКИ
13928,0.08,73185,MEDICAL,B,9.63,23,7000,1,0.06728753716269445,Дефолт,Нет дефолтов в БКИ
13929,0.15,98132,MEDICAL,B,11.36,21,15000,0,0.037149893164795826,Оплачен,Нет дефолтов в БКИ
13930,0.1,98280,DEBTCONSOLIDATION,A,6.62,21,10000,0,0.00301571088087942,Оплачен,Нет дефолтов в БКИ
13931,0.1,98280,EDUCATION,A,6.62,23,9400,0,0.008039193958320923,Оплачен,Нет дефолтов в БКИ
13932,0.09,98400,EDUCATION,A,6.62,23,9000,0,0.022076463006392606,Оплачен,Нет дефолтов в БКИ
13933,0.09,98400,VENTURE,A,6.99,26,8450,0,0.0,Оплачен,Нет дефолтов в БКИ
13934,0.25,55992,VENTURE,B,12.21,22,14000,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
13935,0.08,98400,EDUCATION,C,12.68,24,8000,0,0.062085479272200414,Оплачен,Нет дефолтов в БКИ
13936,0.1,98400,EDUCATION,B,11.14,23,10000,0,0.02885823306262984,Оплачен,Нет дефолтов в БКИ
13937,0.25,56000,EDUCATION,C,14.35,22,14000,0,0.10980899665139399,Оплачен,Были дефолты в БКИ
13938,0.2,32000,VENTURE,A,8.59,23,6500,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
13939,0.1,98518,VENTURE,A,8.59,24,10000,0,0.0,Оплачен,Нет дефолтов в БКИ
13940,0.25,56004,DEBTCONSOLIDATION,A,6.92,25,14000,0,0.046252738193603794,Оплачен,Нет дефолтов в БКИ
13941,0.1,98700,HOMEIMPROVEMENT,C,13.06,26,9600,0,0.07167062574594316,Оплачен,Нет дефолтов в БКИ
13942,0.47,32000,HOMEIMPROVEMENT,B,11.011694892245036,24,15000,0,0.4139888175643325,Оплачен,Нет дефолтов в БКИ
13943,0.25,56004,MEDICAL,C,12.61,24,14000,0,0.19951323780221794,Оплачен,Нет дефолтов в БКИ
13944,0.01,98800,VENTURE,B,11.49,23,1000,0,0.0,Оплачен,Нет дефолтов в БКИ
13945,0.18,99000,VENTURE,A,8.9,22,18000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13946,0.12,99000,DEBTCONSOLIDATION,A,6.03,24,12000,0,0.007045599606792992,Оплачен,Нет дефолтов в БКИ
13947,0.24,57600,VENTURE,B,10.37,26,14000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
13948,0.05,99000,VENTURE,B,11.49,26,5000,0,0.0,Оплачен,Нет дефолтов в БКИ
13949,0.24,58000,MEDICAL,C,12.61,25,14000,0,0.10941340530814214,Оплачен,Были дефолты в БКИ
13950,0.23,60000,MEDICAL,B,12.69,26,14000,0,0.057456878341052384,Оплачен,Нет дефолтов в БКИ
13951,0.23,60000,PERSONAL,A,6.03,22,14000,0,0.01377241664939951,Оплачен,Нет дефолтов в БКИ
13952,0.15,99000,DEBTCONSOLIDATION,A,6.17,25,15000,0,0.007337439572356011,Оплачен,Нет дефолтов в БКИ
13953,0.23,60000,EDUCATION,D,14.84,23,14000,0,0.1588001608966934,Оплачен,Были дефолты в БКИ
13954,0.02,99000,EDUCATION,A,7.88,23,1800,0,0.015993166570116197,Оплачен,Нет дефолтов в БКИ
13955,0.2,99000,MEDICAL,C,14.22,26,20000,0,0.09998533012184511,Оплачен,Нет дефолтов в БКИ
13956,0.12,99000,EDUCATION,B,9.88,24,12250,0,0.028659038294505244,Оплачен,Нет дефолтов в БКИ
13957,0.23,60000,VENTURE,A,7.88,22,14000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
13958,0.08,99085,VENTURE,D,14.91,26,8000,0,0.14490436697833697,Оплачен,Были дефолты в БКИ
13959,0.23,99200,DEBTCONSOLIDATION,A,6.91,23,23000,0,0.027228598241169476,Оплачен,Нет дефолтов в БКИ
13960,0.09,87220,VENTURE,C,11.011694892245036,24,8000,1,0.08771387297356885,Дефолт,Были дефолты в БКИ
