,loan_percent_income,person_income,loan_intent,loan_grade,cb_person_default_on_file,loan_int_rate,person_age,loan_amnt,default
16402,0.08,44496,EDUCATION,A,0,11.011694892245037,23,3500,0
16403,0.09,47000,VENTURE,A,0,6.62,25,4000,0
16404,0.13,51996,DEBTCONSOLIDATION,E,0,15.68,26,6500,1
16405,0.34,29000,EDUCATION,F,0,18.62,23,10000,1
16406,0.09,107004,VENTURE,A,0,7.29,22,10000,0
16407,0.08,60000,VENTURE,A,0,7.29,25,5000,0
16408,0.07,58500,DEBTCONSOLIDATION,A,0,8.0,23,4000,0
16409,0.17,32000,EDUCATION,D,1,16.29,22,5400,1
16410,0.07,114000,EDUCATION,C,1,12.68,23,8000,0
16411,0.23,86000,PERSONAL,B,0,10.99,24,20000,1
16412,0.1,30000,VENTURE,A,0,7.49,24,3000,0
16413,0.25,40000,PERSONAL,B,0,11.99,24,10000,0
16414,0.31,38400,EDUCATION,B,0,10.38,25,12000,0
16415,0.27,37500,VENTURE,D,1,14.91,26,10000,0
16416,0.07,75000,VENTURE,A,0,7.49,23,5000,0
16417,0.38,32500,EDUCATION,A,0,7.9,25,12500,0
16418,0.05,65000,EDUCATION,A,0,7.51,24,3300,0
16419,0.05,150000,VENTURE,A,0,5.79,25,8200,0
16420,0.08,60000,VENTURE,A,0,8.49,21,5000,0
16421,0.06,35000,VENTURE,A,0,5.42,23,2100,0
16422,0.21,60000,PERSONAL,B,0,11.49,24,12500,0
16423,0.11,88000,PERSONAL,B,0,12.69,26,10000,0
16424,0.11,45600,PERSONAL,C,1,14.22,23,5000,0
16425,0.16,122000,PERSONAL,C,0,13.23,25,20000,0
16426,0.18,50000,PERSONAL,E,0,19.42,25,9175,0
16427,0.16,71000,PERSONAL,A,0,7.49,23,11300,0
16428,0.26,16000,EDUCATION,D,0,11.011694892245037,24,4200,1
16429,0.08,39292,MEDICAL,A,0,11.011694892245037,23,3250,1
16430,0.23,24000,MEDICAL,C,0,14.27,24,5500,0
16431,0.09,65000,MEDICAL,A,0,9.63,23,6000,0
16432,0.12,85000,EDUCATION,D,0,14.09,26,10000,0
16433,0.2,34800,HOMEIMPROVEMENT,B,0,11.99,23,7000,1
16434,0.1,40000,VENTURE,B,0,10.0,24,3825,0
16435,0.29,42000,EDUCATION,C,0,11.011694892245037,22,12000,0
16436,0.09,40000,MEDICAL,C,1,13.49,25,3500,0
16437,0.32,18000,HOMEIMPROVEMENT,C,1,14.72,21,5800,1
16438,0.14,85000,DEBTCONSOLIDATION,C,0,14.65,25,12000,0
16439,0.1,84000,VENTURE,E,1,16.45,25,8000,1
16440,0.35,21500,MEDICAL,C,1,11.34,25,7500,1
16441,0.22,58000,EDUCATION,B,0,12.42,23,12800,0
16442,0.17,28800,MEDICAL,B,0,11.99,23,5000,0
16443,0.22,30000,EDUCATION,D,0,14.42,22,6600,0
16444,0.1,78000,DEBTCONSOLIDATION,C,1,12.87,23,8000,1
16445,0.07,137004,DEBTCONSOLIDATION,A,0,5.79,22,10000,0
16446,0.24,42000,EDUCATION,C,0,13.8,25,10000,1
16447,0.15,165000,VENTURE,D,1,15.62,22,24000,0
16448,0.11,45000,EDUCATION,B,0,10.74,25,5000,0
16449,0.1,38400,VENTURE,A,0,7.29,24,4000,0
16450,0.04,40000,MEDICAL,C,1,13.23,26,1800,0
16451,0.09,70000,EDUCATION,A,0,5.42,24,6000,0
16452,0.19,72000,EDUCATION,C,0,14.65,24,14000,1
16453,0.3,83000,EDUCATION,D,0,15.95,22,25000,0
16454,0.36,42000,DEBTCONSOLIDATION,B,0,11.83,23,15000,1
16455,0.4,60000,VENTURE,A,0,7.9,26,24000,1
16456,0.07,90000,MEDICAL,B,0,9.88,22,6400,0
16457,0.18,47000,VENTURE,A,0,8.9,25,8500,0
16458,0.22,29120,MEDICAL,A,0,8.94,23,6400,0
16459,0.13,79000,MEDICAL,A,0,5.79,25,10000,0
16460,0.11,69996,VENTURE,C,0,12.84,22,8000,0
16461,0.37,95000,EDUCATION,A,0,7.9,23,35000,0
16462,0.15,37000,VENTURE,B,0,9.2,24,5500,0
16463,0.17,70000,EDUCATION,A,0,7.9,23,12000,0
16464,0.1,123144,VENTURE,B,0,10.75,25,12000,0
16465,0.07,82000,HOMEIMPROVEMENT,C,0,11.011694892245037,25,6000,0
16466,0.17,115000,VENTURE,C,1,13.49,25,19000,0
16467,0.03,52000,PERSONAL,B,0,11.99,21,1500,0
16468,0.11,42000,EDUCATION,B,0,11.48,26,4500,0
16469,0.21,95000,EDUCATION,C,1,13.22,23,19800,1
16470,0.1,70000,VENTURE,A,0,6.62,23,6725,0
16471,0.17,70000,PERSONAL,B,0,12.53,22,12000,0
16472,0.14,85000,MEDICAL,A,0,6.91,22,12000,0
16473,0.09,70000,PERSONAL,C,1,15.23,24,6000,0
16474,0.33,107000,DEBTCONSOLIDATION,D,1,16.49,22,35000,1
16475,0.2,45000,VENTURE,B,0,11.48,22,9000,0
16476,0.21,38496,HOMEIMPROVEMENT,A,0,6.03,25,8000,0
16477,0.05,120000,DEBTCONSOLIDATION,A,0,11.011694892245037,26,6000,0
16478,0.09,45000,EDUCATION,C,1,11.011694892245037,22,4000,0
16479,0.02,66661,PERSONAL,B,0,11.49,23,1500,0
16480,0.03,200000,EDUCATION,A,0,7.43,23,5000,0
16481,0.16,32000,DEBTCONSOLIDATION,A,0,6.03,26,5000,0
16482,0.19,34000,VENTURE,C,0,13.22,22,6500,1
16483,0.31,36000,MEDICAL,B,0,9.76,25,11200,0
16484,0.27,32000,MEDICAL,D,0,15.62,25,8575,1
16485,0.18,78700,VENTURE,C,1,13.48,22,14000,0
16486,0.12,38000,DEBTCONSOLIDATION,A,0,5.79,22,4500,0
16487,0.18,50200,EDUCATION,A,0,7.66,26,9000,0
16488,0.12,86000,VENTURE,C,0,13.49,26,10000,0
16489,0.14,84000,MEDICAL,A,0,6.91,24,12000,0
16490,0.29,48000,EDUCATION,A,0,11.011694892245037,23,14125,0
16491,0.09,63402,VENTURE,C,1,13.22,23,6000,0
16492,0.12,100000,EDUCATION,B,0,9.91,25,12000,0
16493,0.11,69000,PERSONAL,C,0,12.41,22,7800,0
16494,0.08,120000,PERSONAL,A,0,11.011694892245037,23,10000,0
16495,0.1,30000,MEDICAL,A,0,5.99,21,3000,0
16496,0.02,60000,DEBTCONSOLIDATION,A,0,7.66,25,1200,0
16497,0.1,44000,MEDICAL,C,0,13.99,26,4600,1
16498,0.29,42000,VENTURE,C,1,15.23,23,12000,0
16499,0.25,45996,DEBTCONSOLIDATION,C,1,12.53,25,11500,0
16500,0.27,37000,MEDICAL,B,0,10.99,24,10000,0
16501,0.48,20856,PERSONAL,B,0,10.59,24,10000,0
16502,0.26,36996,MEDICAL,C,1,11.97,26,9600,0
16503,0.22,89800,VENTURE,B,0,12.53,22,20000,0
16504,0.03,64800,EDUCATION,B,0,11.99,26,2000,0
16505,0.35,60000,DEBTCONSOLIDATION,C,1,11.011694892245037,24,21000,0
16506,0.05,120000,VENTURE,C,1,13.06,23,6000,0
16507,0.25,21000,VENTURE,B,0,12.53,25,5175,0
16508,0.21,60000,MEDICAL,A,0,6.92,26,12500,0
16509,0.18,130000,VENTURE,B,0,11.011694892245037,24,22800,0
16510,0.09,115000,EDUCATION,C,1,14.27,23,10000,0
16511,0.32,45000,VENTURE,B,0,10.36,23,14500,1
16512,0.19,35000,VENTURE,C,0,13.43,21,6500,0
16513,0.17,41000,HOMEIMPROVEMENT,A,0,7.9,22,7000,1
16514,0.05,75000,MEDICAL,C,1,12.99,26,4000,0
16515,0.25,61000,PERSONAL,C,0,14.65,25,15000,0
16516,0.06,74000,EDUCATION,B,0,9.99,26,4475,0
16517,0.04,72000,DEBTCONSOLIDATION,D,1,16.89,23,3000,1
16518,0.04,54400,MEDICAL,B,0,11.14,24,2500,1
16519,0.26,19200,MEDICAL,B,0,10.99,25,5000,1
16520,0.28,35364,VENTURE,A,0,9.32,25,10000,0
16521,0.14,26400,EDUCATION,A,0,7.9,23,3800,0
16522,0.17,35000,MEDICAL,A,0,7.51,26,6000,0
16523,0.25,55000,MEDICAL,B,0,9.67,22,13500,0
16524,0.34,51000,DEBTCONSOLIDATION,D,1,14.09,23,17500,1
16525,0.31,59000,PERSONAL,E,1,16.0,26,18000,1
16526,0.08,154000,PERSONAL,A,0,7.49,25,12225,0
16527,0.59,24000,VENTURE,B,0,11.011694892245037,23,14075,1
16528,0.06,200000,VENTURE,B,0,12.69,24,12000,0
16529,0.16,25344,MEDICAL,D,1,16.49,24,4000,1
16530,0.1,192000,EDUCATION,A,0,6.54,21,20000,0
16531,0.06,175000,HOMEIMPROVEMENT,D,0,15.05,25,10000,0
16532,0.09,40000,MEDICAL,B,0,10.59,24,3600,0
16533,0.06,140000,VENTURE,A,0,7.14,23,9000,0
16534,0.07,58650,MEDICAL,A,0,8.59,23,5000,1
16535,0.06,60000,VENTURE,B,0,9.99,23,3600,0
16536,0.08,61498,MEDICAL,B,0,11.36,23,5000,0
16537,0.03,30000,MEDICAL,B,0,10.99,21,1000,0
16538,0.13,133000,HOMEIMPROVEMENT,B,0,11.71,24,17400,0
16539,0.15,52000,EDUCATION,C,1,13.22,23,8000,0
16540,0.15,15000,VENTURE,D,0,11.011694892245037,21,2200,0
16541,0.08,48500,MEDICAL,A,0,8.49,23,3850,0
16542,0.19,80000,HOMEIMPROVEMENT,D,1,16.07,26,15000,0
16543,0.27,60000,DEBTCONSOLIDATION,A,0,7.9,26,16000,0
16544,0.24,68004,DEBTCONSOLIDATION,B,0,11.26,21,16000,0
16545,0.21,23000,MEDICAL,C,1,14.27,22,4850,0
16546,0.41,24605,EDUCATION,C,0,11.011694892245037,22,10000,0
16547,0.03,75000,VENTURE,B,0,9.99,24,2000,0
16548,0.17,140000,VENTURE,B,0,12.53,26,24250,0
16549,0.27,28000,EDUCATION,C,0,11.011694892245037,23,7500,0
16550,0.12,24000,MEDICAL,B,0,11.49,23,2800,1
16551,0.06,83004,DEBTCONSOLIDATION,A,0,6.76,25,5000,0
16552,0.16,75000,EDUCATION,A,0,6.62,24,12000,0
16553,0.14,48000,EDUCATION,B,0,10.62,22,6500,0
16554,0.21,19000,VENTURE,A,0,7.4,25,4000,1
16555,0.2,18000,PERSONAL,B,0,11.011694892245037,22,3600,1
16556,0.08,42000,DEBTCONSOLIDATION,A,0,7.9,22,3200,1
16557,0.09,127000,HOMEIMPROVEMENT,D,1,15.05,24,12000,0
16558,0.16,34800,MEDICAL,D,0,16.77,25,5600,1
16559,0.13,14400,PERSONAL,D,1,15.62,21,1825,1
16560,0.04,68000,MEDICAL,C,1,11.78,21,3000,0
16561,0.28,28800,PERSONAL,A,0,11.011694892245037,24,8000,0
16562,0.12,100000,EDUCATION,A,0,8.94,25,12000,0
16563,0.42,24000,MEDICAL,C,0,13.48,21,10000,1
16564,0.24,50004,PERSONAL,D,1,15.31,25,12000,0
16565,0.09,116000,EDUCATION,A,0,8.94,23,11000,0
16566,0.52,48000,DEBTCONSOLIDATION,F,0,18.43,26,25000,1
16567,0.13,80000,MEDICAL,A,0,7.74,23,10000,0
16568,0.1,27000,DEBTCONSOLIDATION,A,0,7.51,22,2800,1
16569,0.11,22406,HOMEIMPROVEMENT,A,0,6.76,26,2500,1
16570,0.06,57700,PERSONAL,B,0,10.65,23,3500,0
16571,0.21,30000,PERSONAL,D,0,15.99,22,6400,1
16572,0.13,30000,MEDICAL,D,0,16.32,23,4000,1
16573,0.19,62471,PERSONAL,A,0,6.91,23,12000,0
16574,0.09,69528,VENTURE,C,0,12.99,22,6000,0
16575,0.17,36000,VENTURE,A,0,7.51,22,6000,0
16576,0.06,48000,EDUCATION,A,0,9.32,25,3000,1
16577,0.17,60000,EDUCATION,B,0,12.21,25,10000,0
16578,0.13,64000,EDUCATION,D,0,15.28,25,8000,1
16579,0.06,34000,MEDICAL,A,0,7.66,25,2000,1
16580,0.08,24000,VENTURE,B,0,11.14,21,2000,0
16581,0.25,24000,EDUCATION,C,0,12.68,22,6000,0
16582,0.44,32000,MEDICAL,C,0,12.23,22,14000,1
16583,0.34,22000,PERSONAL,E,0,11.011694892245037,25,7500,0
16584,0.11,45000,EDUCATION,C,0,13.98,23,4800,0
16585,0.07,95000,EDUCATION,A,0,8.49,24,6500,0
16586,0.15,50000,VENTURE,A,0,8.32,22,7500,0
16587,0.11,42996,PERSONAL,C,1,11.03,22,4800,0
16588,0.32,19250,HOMEIMPROVEMENT,E,0,16.82,23,6250,1
16589,0.03,44400,VENTURE,B,0,11.63,23,1500,0
16590,0.15,53000,VENTURE,A,0,7.88,26,8000,0
16591,0.15,68000,EDUCATION,C,1,14.26,25,10000,0
16592,0.14,70560,VENTURE,A,0,7.9,23,9600,0
16593,0.19,37200,DEBTCONSOLIDATION,A,0,7.9,24,7200,0
16594,0.41,39000,EDUCATION,D,0,15.65,25,16000,1
16595,0.05,49000,DEBTCONSOLIDATION,A,0,7.66,23,2400,0
16596,0.07,90000,DEBTCONSOLIDATION,B,0,11.89,23,6000,0
16597,0.13,98000,DEBTCONSOLIDATION,D,1,15.28,24,13200,1
16598,0.1,102000,VENTURE,B,0,10.36,24,9800,0
16599,0.17,26400,VENTURE,B,0,11.49,22,4400,0
16600,0.19,70000,EDUCATION,B,0,10.0,24,13000,0
16601,0.16,53826,HOMEIMPROVEMENT,C,0,14.79,26,8500,1
16602,0.05,120000,VENTURE,B,0,9.99,23,6000,0
16603,0.05,49000,VENTURE,A,0,5.79,22,2400,0
16604,0.21,19200,HOMEIMPROVEMENT,B,0,11.011694892245037,25,4000,1
16605,0.07,96000,VENTURE,B,0,9.91,24,7000,0
16606,0.06,31000,DEBTCONSOLIDATION,A,0,8.32,25,1800,0
16607,0.11,100000,VENTURE,A,0,5.42,24,11000,0
16608,0.38,40000,VENTURE,B,0,11.71,23,15000,1
16609,0.29,70000,PERSONAL,B,0,12.21,23,20000,0
16610,0.1,100000,PERSONAL,B,0,10.59,23,10000,0
16611,0.19,78300,PERSONAL,E,1,16.82,23,15000,0
16612,0.13,45000,MEDICAL,A,0,7.49,26,6000,0
16613,0.09,85000,EDUCATION,C,1,13.99,24,7500,0
16614,0.22,45000,PERSONAL,D,0,16.89,26,10000,0
16615,0.14,109000,PERSONAL,B,0,10.25,25,15000,0
16616,0.11,36000,EDUCATION,B,0,11.011694892245037,22,4000,0
16617,0.2,31836,EDUCATION,C,0,14.35,26,6400,0
16618,0.13,54000,MEDICAL,D,1,14.96,22,7000,1
16619,0.1,73426,DEBTCONSOLIDATION,C,1,11.011694892245037,23,7500,0
16620,0.38,66300,MEDICAL,D,0,11.011694892245037,24,30000,1
16621,0.04,49963,MEDICAL,B,0,11.49,25,2100,1
16622,0.35,60350,MEDICAL,D,0,15.95,22,25000,1
16623,0.19,60000,EDUCATION,A,0,5.79,22,11200,0
16624,0.05,50000,VENTURE,A,0,6.03,25,2600,0
16625,0.14,60000,DEBTCONSOLIDATION,B,0,10.59,24,8500,0
16626,0.16,95000,DEBTCONSOLIDATION,B,0,12.69,24,15000,0
16627,0.1,60000,MEDICAL,A,0,6.17,22,6125,0
16628,0.13,75000,VENTURE,A,0,6.62,24,10000,0
16629,0.12,75000,VENTURE,A,0,6.99,22,9000,0
16630,0.1,54000,DEBTCONSOLIDATION,A,0,8.07,24,5500,0
16631,0.21,102000,MEDICAL,B,0,10.99,25,25000,1
16632,0.2,61000,MEDICAL,C,0,13.49,22,12000,0
16633,0.13,44000,VENTURE,A,0,6.17,23,5500,0
16634,0.06,105000,VENTURE,D,1,13.87,25,6500,0
16635,0.21,72000,VENTURE,B,0,10.25,22,15000,0
16636,0.27,30000,MEDICAL,B,0,9.25,24,8000,0
16637,0.5,29000,MEDICAL,D,0,15.7,24,14400,1
16638,0.35,21360,MEDICAL,A,0,7.14,23,7500,1
16639,0.15,36000,MEDICAL,A,0,8.9,26,5400,0
16640,0.19,75600,DEBTCONSOLIDATION,A,0,9.63,25,14500,0
16641,0.23,108000,PERSONAL,D,0,15.05,26,25000,1
16642,0.24,49600,MEDICAL,A,0,7.14,25,12000,0
16643,0.07,43949,MEDICAL,B,0,11.49,23,3000,0
16644,0.2,60000,EDUCATION,A,0,8.9,24,12000,0
16645,0.12,38004,EDUCATION,A,0,7.88,23,4500,0
16646,0.24,70000,MEDICAL,B,0,8.88,23,17000,0
16647,0.1,48000,MEDICAL,A,0,7.88,22,5000,0
16648,0.17,60000,DEBTCONSOLIDATION,B,0,11.011694892245037,23,10000,0
16649,0.14,34500,DEBTCONSOLIDATION,D,1,16.89,22,5000,1
16650,0.13,120000,PERSONAL,A,0,9.63,24,16000,0
16651,0.15,80400,PERSONAL,A,0,5.79,24,12000,0
16652,0.13,27600,HOMEIMPROVEMENT,B,0,10.99,25,3500,1
16653,0.28,50000,DEBTCONSOLIDATION,F,0,18.43,23,13750,1
16654,0.07,35000,EDUCATION,C,1,11.011694892245037,22,2400,0
16655,0.06,126000,MEDICAL,C,0,13.23,23,8000,0
16656,0.15,20004,DEBTCONSOLIDATION,B,0,10.37,21,3000,0
16657,0.13,160000,PERSONAL,A,0,7.49,22,20000,0
16658,0.26,46000,PERSONAL,B,0,11.71,22,12000,0
16659,0.38,40000,EDUCATION,B,0,9.64,26,15000,0
16660,0.14,40000,EDUCATION,D,0,14.61,25,5600,0
16661,0.09,75800,EDUCATION,A,0,6.54,23,7000,0
16662,0.06,43000,VENTURE,B,0,10.99,22,2400,0
16663,0.08,60000,VENTURE,A,0,7.14,26,5000,0
16664,0.3,30000,VENTURE,D,0,17.58,25,9000,0
16665,0.1,52000,MEDICAL,A,0,6.99,22,5000,0
16666,0.03,100000,EDUCATION,B,0,11.49,22,3000,0
16667,0.22,90000,VENTURE,A,0,6.54,25,20000,0
16668,0.17,46500,VENTURE,C,0,15.23,24,8000,1
16669,0.17,145000,DEBTCONSOLIDATION,B,0,11.36,25,25000,0
16670,0.08,200000,EDUCATION,C,0,14.65,21,16000,0
16671,0.11,79000,PERSONAL,A,0,6.76,25,9000,0
16672,0.21,120000,EDUCATION,D,0,13.99,24,25000,0
16673,0.15,47000,VENTURE,A,0,6.62,24,7000,0
16674,0.26,50000,HOMEIMPROVEMENT,B,0,11.011694892245037,26,13000,0
16675,0.27,37200,MEDICAL,B,0,11.011694892245037,22,10000,1
16676,0.29,47000,EDUCATION,C,1,12.68,23,13850,0
16677,0.19,72000,MEDICAL,A,0,7.9,24,14000,0
16678,0.19,45000,VENTURE,C,0,14.27,23,8650,0
16679,0.09,61200,PERSONAL,A,0,7.66,25,5650,0
16680,0.29,34000,DEBTCONSOLIDATION,B,0,11.26,25,10000,0
16681,0.08,22800,DEBTCONSOLIDATION,A,0,6.99,23,1775,0
16682,0.21,28000,MEDICAL,A,0,9.63,23,6000,0
16683,0.09,45000,EDUCATION,D,1,15.99,24,4000,1
16684,0.57,44000,DEBTCONSOLIDATION,D,1,15.58,24,25000,1
16685,0.29,40800,MEDICAL,D,0,15.21,21,12000,1
16686,0.16,75000,EDUCATION,A,0,6.92,26,12000,0
16687,0.05,33195,MEDICAL,B,0,11.99,23,1800,0
16688,0.06,90000,PERSONAL,B,0,11.36,26,5525,0
16689,0.3,24996,DEBTCONSOLIDATION,C,0,12.98,25,7500,0
16690,0.23,74800,MEDICAL,E,1,17.04,23,20000,1
16691,0.12,168600,MEDICAL,B,0,11.58,23,20000,0
16692,0.23,43000,DEBTCONSOLIDATION,D,0,16.89,24,10000,1
16693,0.27,28128,VENTURE,D,0,15.33,25,7500,1
16694,0.08,64151,EDUCATION,B,0,11.86,24,5000,0
16695,0.05,44000,PERSONAL,A,0,8.0,24,2000,1
16696,0.08,306000,PERSONAL,C,0,13.85,25,24250,0
16697,0.1,49000,DEBTCONSOLIDATION,D,1,15.21,23,5000,1
16698,0.13,91000,EDUCATION,B,0,11.011694892245037,23,12000,0
16699,0.13,53000,VENTURE,B,0,9.91,26,6800,0
16700,0.12,49200,EDUCATION,B,0,10.0,25,6000,0
16701,0.14,38000,MEDICAL,A,0,7.9,23,5400,0
16702,0.06,54000,HOMEIMPROVEMENT,D,0,16.49,22,3200,1
16703,0.08,75000,MEDICAL,A,0,6.03,23,6000,0
16704,0.05,120000,DEBTCONSOLIDATION,B,0,9.88,26,6000,0
16705,0.11,100000,EDUCATION,A,0,8.49,23,11000,0
16706,0.09,106000,EDUCATION,A,0,7.14,23,10000,0
16707,0.04,57000,DEBTCONSOLIDATION,B,0,12.69,24,2400,0
16708,0.28,28800,DEBTCONSOLIDATION,B,0,9.88,21,8000,0
16709,0.03,50400,DEBTCONSOLIDATION,A,0,11.011694892245037,24,1500,0
16710,0.34,74000,MEDICAL,B,0,10.36,23,25000,1
16711,0.09,54000,HOMEIMPROVEMENT,B,0,9.62,25,5100,0
16712,0.08,59000,MEDICAL,A,0,6.17,25,5000,0
16713,0.05,40000,VENTURE,C,0,12.53,24,2000,0
16714,0.14,75000,VENTURE,A,0,6.03,23,10200,0
16715,0.16,40000,VENTURE,B,0,11.89,25,6500,0
16716,0.05,53000,VENTURE,B,0,9.91,26,2500,0
16717,0.2,24000,PERSONAL,C,1,11.011694892245037,22,4750,0
16718,0.04,24000,PERSONAL,C,1,12.84,22,1000,0
16719,0.06,80796,DEBTCONSOLIDATION,A,0,11.011694892245037,23,5000,0
16720,0.2,30000,EDUCATION,B,0,11.71,23,6000,0
16721,0.24,49000,PERSONAL,D,0,13.49,25,12000,1
16722,0.24,46000,DEBTCONSOLIDATION,B,0,10.59,22,11000,0
16723,0.15,46000,PERSONAL,A,0,8.49,25,7000,0
16724,0.09,32500,DEBTCONSOLIDATION,C,1,13.22,26,3000,0
16725,0.1,73440,HOMEIMPROVEMENT,A,0,6.99,24,7000,0
16726,0.11,120000,VENTURE,B,0,10.99,26,13000,0
16727,0.06,66420,EDUCATION,B,0,12.18,25,4000,0
16728,0.28,75000,DEBTCONSOLIDATION,B,0,10.0,22,21000,0
16729,0.13,20000,MEDICAL,C,1,13.79,21,2500,0
16730,0.29,35000,MEDICAL,B,0,11.011694892245037,24,10000,0
16731,0.2,50000,VENTURE,C,1,11.011694892245037,22,10000,0
16732,0.14,57000,HOMEIMPROVEMENT,A,0,5.42,24,8000,0
16733,0.17,30000,PERSONAL,B,0,11.49,22,5000,0
16734,0.29,52000,VENTURE,B,0,10.0,24,15000,0
16735,0.09,89000,HOMEIMPROVEMENT,B,0,10.99,26,8000,0
16736,0.34,48000,DEBTCONSOLIDATION,A,0,8.9,22,16500,1
16737,0.21,70000,VENTURE,D,1,14.42,25,15000,0
16738,0.16,98004,VENTURE,D,1,16.32,24,16000,1
16739,0.15,55000,VENTURE,A,0,7.49,23,8000,0
16740,0.42,35976,VENTURE,B,0,10.25,23,15000,1
16741,0.23,62900,MEDICAL,D,0,15.65,24,16800,1
16742,0.07,72000,PERSONAL,A,0,6.03,24,5000,0
16743,0.26,47000,MEDICAL,B,0,12.21,24,12000,0
16744,0.06,50000,DEBTCONSOLIDATION,C,0,13.47,24,3000,0
16745,0.18,27096,EDUCATION,A,0,7.9,25,5000,1
16746,0.14,72000,DEBTCONSOLIDATION,C,0,13.85,23,10000,0
16747,0.36,57564,DEBTCONSOLIDATION,B,0,11.48,22,21000,0
16748,0.16,24996,EDUCATION,B,0,9.45,24,4000,0
16749,0.37,54000,VENTURE,B,0,11.83,23,20000,1
16750,0.06,38400,MEDICAL,B,0,12.69,25,2200,0
16751,0.35,72000,MEDICAL,B,0,11.89,25,25000,0
16752,0.09,67807,EDUCATION,A,0,7.14,22,6400,0
16753,0.17,12000,EDUCATION,A,0,8.94,23,2100,1
16754,0.03,115154,DEBTCONSOLIDATION,C,1,14.27,24,3000,0
16755,0.29,59000,VENTURE,B,0,10.25,23,17000,0
16756,0.42,60000,DEBTCONSOLIDATION,B,0,10.25,23,25000,1
16757,0.27,48000,MEDICAL,A,0,7.88,22,13000,1
16758,0.28,39996,VENTURE,A,0,5.79,22,11000,0
16759,0.05,54996,EDUCATION,C,1,14.35,22,2500,0
16760,0.23,16800,EDUCATION,A,0,11.011694892245037,24,3900,1
16761,0.15,53000,EDUCATION,A,0,11.011694892245037,26,8000,0
16762,0.15,40000,DEBTCONSOLIDATION,C,1,14.79,23,6000,0
16763,0.13,54000,MEDICAL,B,0,10.65,22,7000,0
16764,0.15,65000,EDUCATION,A,0,6.03,21,10000,0
16765,0.25,80000,VENTURE,C,1,13.06,24,20000,0
16766,0.29,24000,VENTURE,D,0,15.62,24,7000,1
16767,0.16,91800,MEDICAL,D,1,15.62,22,16800,1
16768,0.17,121000,PERSONAL,A,0,8.9,24,20000,0
16769,0.2,50004,VENTURE,B,0,11.12,24,10000,0
16770,0.05,145000,PERSONAL,B,0,10.99,24,7000,0
16771,0.14,35000,MEDICAL,C,0,12.98,23,5000,1
16772,0.18,55000,PERSONAL,A,0,7.51,26,10000,1
16773,0.07,83004,VENTURE,A,0,7.9,26,5450,0
16774,0.33,51000,EDUCATION,E,0,16.4,25,16750,0
16775,0.07,84600,VENTURE,A,0,11.011694892245037,22,6000,0
16776,0.06,88900,PERSONAL,B,0,11.83,26,5000,0
16777,0.13,109000,DEBTCONSOLIDATION,A,0,9.63,25,14000,0
16778,0.5,60000,PERSONAL,C,1,14.27,26,30000,0
16779,0.11,70000,HOMEIMPROVEMENT,D,0,14.84,26,8000,0
16780,0.23,35000,DEBTCONSOLIDATION,B,0,9.2,22,8000,0
16781,0.14,72000,MEDICAL,B,0,10.37,25,10000,0
16782,0.19,31200,EDUCATION,D,1,16.89,21,6000,1
16783,0.1,65000,MEDICAL,B,0,9.99,24,6400,0
16784,0.27,51600,EDUCATION,B,0,10.37,26,14000,1
16785,0.17,70550,MEDICAL,E,1,17.51,23,14000,1
16786,0.06,63000,HOMEIMPROVEMENT,A,0,7.68,26,3500,0
16787,0.07,72000,EDUCATION,B,0,11.011694892245037,22,5000,0
16788,0.09,75000,PERSONAL,A,0,7.66,24,7000,0
16789,0.1,102000,VENTURE,D,1,11.011694892245037,21,10000,0
16790,0.17,86004,PERSONAL,C,0,12.53,25,15000,0
16791,0.05,42000,VENTURE,A,0,6.17,25,1925,0
16792,0.14,58000,VENTURE,C,1,13.61,23,8000,0
16793,0.11,82000,PERSONAL,A,0,6.03,25,9200,0
16794,0.21,30000,EDUCATION,C,1,13.22,22,6300,0
16795,0.12,117000,VENTURE,A,0,11.011694892245037,26,14400,0
16796,0.11,92040,VENTURE,A,0,11.011694892245037,26,10000,0
16797,0.31,28800,MEDICAL,B,0,11.011694892245037,24,8875,1
16798,0.13,54000,DEBTCONSOLIDATION,D,0,15.62,25,7000,1
16799,0.33,30000,EDUCATION,D,0,14.61,25,10000,0
16800,0.07,28880,MEDICAL,A,0,8.59,22,2000,0
16801,0.28,34000,PERSONAL,C,1,11.011694892245037,23,9500,1
16802,0.03,34560,HOMEIMPROVEMENT,E,0,19.29,22,1200,1
16803,0.27,74004,VENTURE,E,0,15.95,25,20000,1
16804,0.21,57500,HOMEIMPROVEMENT,C,0,11.011694892245037,25,12275,0
16805,0.08,120000,EDUCATION,B,0,11.011694892245037,25,10000,0
16806,0.42,36000,PERSONAL,B,0,11.011694892245037,25,15000,1
16807,0.05,74400,MEDICAL,A,0,7.29,24,3500,0
16808,0.15,95000,VENTURE,B,0,11.011694892245037,24,14000,0
16809,0.05,70000,VENTURE,A,0,5.42,23,3500,0
16810,0.18,36000,MEDICAL,D,1,17.49,23,6500,1
16811,0.12,30000,VENTURE,B,0,10.99,22,3600,0
16812,0.3,18000,EDUCATION,D,1,15.31,22,5400,1
16813,0.13,12000,VENTURE,B,0,10.59,21,1600,0
16814,0.31,52000,VENTURE,C,0,13.98,25,16000,1
16815,0.03,48000,DEBTCONSOLIDATION,C,0,14.79,25,1400,0
